;CodigoProblema;DescricaoProblema
33610;7088;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
33653;5508;Venda/Oferta/publicidade enganosa.
33654;5503;Venda/Oferta/publicidade enganosa.
33683;6135;Não Entrega de Produto
33727;6095;Antecipação de Financiamento
33870;56;Cobrança de taxa indevida (couvert, 10%, etc.)
33872;168;Prazo de validade (falta, ilegível, etc.)
33908;2848;Publicidade abusiva
33940;239;Preço (abusivo, remarcado, falta, etc.)
33950;2890;Venda enganosa
33969;130;Peso, volume e quantidade
34052;85;Não fornecimento de contra vale
34100;29;Cobrança de taxa indevida (couvert, 10%, etc.)
34151;138;Peso, volume e quantidade
34158;211;Preço (abusivo, remarcado, falta, etc.)
34161;110;Peso, volume e quantidade
34225;2369;Manual de Instrução (em língua estrangeira/falta de informação/informação incorreta)
34226;209;Preço (abusivo, remarcado, falta, etc.)
34230;2413;Manual de Instrução (em língua estrangeira/falta de informação/informação incorreta)
34254;2015;Não pagamento de indenização
34287;3909;Rescisão/Substituição/Alteração de contrato de saúde
34289;1916;Roubo de cartão
34301;15;Cobrança de taxa indevida (couvert, 10%, etc.)
34369;215;Preço (abusivo, remarcado, falta, etc.)
34427;5477;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
34441;4873;Não cumprimento à oferta
34475;158;Prazo de validade (falta, ilegível, etc.)
34486;2946;Demora na montagem/montagem incompleta/incorreta
34487;1847;Discordância na indenização (seguros em geral)
34507;256;Má prestação de serviço (recusa, mau atendimento, sonegação de mercadoria, venda casada, entrega diferente do pedido)
34550;243;Preço (abusivo, remarcado, falta, etc.)
34556;252;Má prestação de serviço (recusa, mau atendimento, sonegação de mercadoria, venda casada, entrega diferente do pedido)
34561;212;Preço (abusivo, remarcado, falta, etc.)
34625;5494;Venda/Oferta/publicidade enganosa.
34671;5425;Cobrança abusiva mediante constrangimento, ameaça.
34676;6563;SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)
34722;3203;Contrato/pedido/orçamento (rescisão, descumprimento, erro, etc.)
34733;3562;Não pagamento de indenização
34734;4064;Descumprimento de garantia pelo convênio medico (guia)
34772;5920;Cobrança de embalagem (sacolas)
34818;192;Prazo de validade (falta, ilegível, etc.)
35120;45;Cobrança de taxa indevida (couvert, 10%, etc.)
35159;178;Prazo de validade (falta, ilegível, etc.)
35181;6075;Lançamento Não Reconhecido na Fatura
35187;3910;Rescisão/Substituição/Alteração de contrato de saúde
35218;259;Má prestação de serviço (recusa, mau atendimento, sonegação de mercadoria, venda casada, entrega diferente do pedido)
35349;142;Peso, volume e quantidade
35397;82;Não fornecimento de contra vale
35421;75;Não fornecimento de contra vale
35589;5244;Reajuste abusivo (preço, taxa, mensalidade, etc.)
35814;2210;Não entrega do contrato
35864;5769;Contrato - Clausula abusiva/em desacordo com a Legislação.
35973;1596;Venda casada
35982;1485;Valor do bem
36018;1808;Não pagamento de indenização (seguros em geral)
36162;4227;Recusa/mau atendimento
36182;5755;Contrato - Rescisão/alteração unilateral
36191;6989;SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)
36273;4921;Vicio de qualidade (mal executado, inadequado, impróprio)
36277;3505;Procedimento de cobrança violenta/difamatória
36279;6499;CET – Não fornecimento de planilha de cálculo / Recusa de cálculo.
36406;5285;Desistência do serviço (artigo 49 - descumprimento)
36437;3175;Desistência de compra (cancelamento de compra)
36525;3075;Produto entregue incompleto
36576;3852;Contrato - Clausula abusiva/em desacordo com a Legislação.
36613;3027;Falta de peca de reposição
36614;3434;Cobrança de valor quando o produto e devolvido (cobrança indevida)
36664;2268;Cobrança de multa acima do permitido pela legislação (atraso no pag. de prestação/aluguel/condomínio)
36753;2353;Garantia (Abrangência, cobertura, etc.)
36813;6006;TOI - Termo de Ocorrência de Irregularidade
36951;4849;Não cumprimento à oferta
36958;2520;Produto com vício
37076;1269;Calculo de encargos na cobrança de cheque
37078;5241;Reajuste abusivo (preço, taxa, mensalidade, etc.)
37082;4958;Vicio de qualidade (mal executado, inadequado, impróprio)
37090;6809;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
37246;5458;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
37382;2243;Não apresentação de valores cobrados a titulo de IPTU
37615;1831;Não pagamento de indenização (seguros em geral)
37620;4961;Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)
37663;3024;Falta de peca de reposição
37751;472;Procedimento de cobrança violenta e difamatória.
37958;1187;Calculo de prestação/taxa de juros
37980;6191;Vício do Produto/Serviço
38077;3614;Não pagamento de indenização
38186;6155;Não Entrega de Produto
38323;5063;Dano material/pessoal decorrente do serviço
38334;4333;Danos materiais ao consumidor
38341;5400;Cobrança indevida/abusiva
38344;5074;Dano material/pessoal decorrente do serviço
38352;2314;Garantia (Abrangência, cobertura, etc.)
38362;1482;Valor do bem
38390;6300;TOI - Termo de Ocorrência de Irregularidade
38442;2705;Peso/volume/quantidade/tamanho
38446;1809;Não pagamento de indenização (seguros em geral)
38459;6898;Fila em Banco
38461;1894;Valor da multa
38499;4106;Procedimento de cobrança violenta/difamatória
38501;6453;CET – Divulgação inadequada / não divulgação nas peças publicitárias.
38627;5296;Desistência do serviço (artigo 49 - descumprimento)
38633;5005;Serviço não concluído /Fornecimento parcial
38653;3313;Produto causou danos materiais
38662;4295;Danos pessoais ao consumidor
38717;5719;Roubo/furto
38752;1391;Não entrega de quitação/retenção de documentos
38756;5443;Cobrança abusiva mediante constrangimento, ameaça.
38867;3493;Procedimento de cobrança violenta/difamatória
38873;1270;Calculo de encargos na cobrança de cheque
38959;5749;Contrato - Rescisão/alteração unilateral
39013;6485;CET – Não fornecimento de planilha de cálculo / Recusa de cálculo.
39068;2981;Demora na montagem/montagem incompleta/incorreta
39137;4876;Não cumprimento à oferta
39163;3059;Produto entregue incompleto
39174;2712;Peso/volume/quantidade/tamanho
39335;6729;SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)
39358;3599;Não pagamento de indenização
39486;1775;Cobrança vexatória/difamatória
39667;5152;Recusa injustificada em prestar serviço
39668;1517;Não pagamento de resgate (capitalização/ouro/compra)
39698;2507;Produto com vício
39744;3166;Desistência de compra (cancelamento de compra)
39767;5136;Recusa injustificada em prestar serviço
39805;4257;Suspeita quanto a qualidade/eficácia do produto/serviço
39817;3846;Contrato - Rescisão/alteração unilateral
39831;3312;Produto causou danos materiais
39832;3713;Venda casada
40004;274;Má prestação de serviço (recusa, mau atendimento, sonegação de mercadoria, venda casada, entrega diferente do pedido)
40254;6017;Baixa Renda
40283;3874;Não pagamento de indenização
40368;3079;Produto entregue incompleto
40371;3473;Cobrança de valor quando o produto e devolvido (cobrança indevida)
40598;5053;Dano material/pessoal decorrente do serviço
40667;1526;Não pagamento de resgate (capitalização/ouro/compra)
40702;3826;Roubo/furto
40708;1547;Publicidade enganosa
40893;5542;Publicidade abusiva.
40898;5093;Serviço em desacordo com norma/lei
40907;3823;Extravio/avaria de bagagem, carga, correspondência, mercadoria, mudança, etc.
40944;5248;Venda casada
40974;2999;Falta de peca de reposição
41107;5110;Serviço em desacordo com norma/lei
41138;6698;SAC - Qualidade do atendimento (atendente despreparado, problemas com a transferência da chamada, veiculação de mensagem publicitária)
41224;5374;Cobrança indevida/abusiva
41237;5273;Venda casada
41387;5795;Contrato - Clausula abusiva/em desacordo com a Legislação.
41401;4519;Falta de assistência técnica/garantia
41415;2739;Peso/volume/quantidade/tamanho
41472;5532;Publicidade abusiva.
41509;2410;Manual de Instrução (em língua estrangeira/falta de informação/informação incorreta)
41559;2328;Garantia (Abrangência, cobertura, etc.)
41667;1078;Envio de produto ou serviço sem previa solicitação
41726;7151;Tarifa de Cartão de Crédito – Cobrança Indevida (anuidade, 2ª via, etc.)
41745;7215;Defeito/Risco à saúde e segurança
41894;3793;Documentos: não fornecimento (escolares, recibo, nota, fiscal, vaucher , etc.)
42054;2873;Venda enganosa
42058;3544;Procedimento de cobrança violenta/difamatória
42156;3803;Meia entrada para estudantes - recusa/falta de informação
42167;5792;Contrato - Clausula abusiva/em desacordo com a Legislação.
42308;3664;Serviço em desacordo com norma/lei
42316;3010;Falta de peca de reposição
42334;5158;Recusa injustificada em prestar serviço
42403;2139;Localização/alteração do lote adquirido
42434;2992;Falta de peca de reposição
42563;2332;Garantia (Abrangência, cobertura, etc.)
42572;3099;Produto entregue incompleto
42631;2577;Produto entregue diferente do pedido
42647;6309;TOI - Termo de Ocorrência de Irregularidade
42649;4220;Recusa/mau atendimento
42661;4338;Danos materiais ao consumidor
42678;1897;Valor da multa
42790;2240;Não apresentação de valores cobrados a titulo de IPTU
42831;5194;Orçamento - Não cumprido/não fornecido/impreciso/incompleto/serviço não solicitado
42862;3681;Recusa injustificada em prestar serviço
43083;641;Publicidade enganosa
43126;7247;Defeito/Risco à saúde e segurança
43180;2344;Garantia (Abrangência, cobertura, etc.)
43193;6947;SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)
43214;4953;Vicio de qualidade (mal executado, inadequado, impróprio)
43342;7063;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
43350;4995;Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)
43427;3922;Rescisão/Substituição/Alteração de contrato de saúde
43491;5611;Documentos: não fornecimento (escolares, recibo, nota, fiscal, vaucher , etc.)
43498;2599;Produto entregue diferente do pedido
43499;1999;Cobrança de honorários advocaticios, despesa de cobrança
43528;6294;TOI - Termo de Ocorrência de Irregularidade
43543;6295;TOI - Termo de Ocorrência de Irregularidade
43570;2762;Publicidade enganosa
43577;1663;Não entrega de copia do contrato
43593;3054;Produto entregue incompleto
43653;7270;Defeito/Risco à saúde e segurança
43668;3045;Falta de peca de reposição
43679;5461;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
43696;1637;Venda enganosa
43818;2018;Não pagamento de indenização
44058;6573;SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)
44130;2585;Produto entregue diferente do pedido
44178;6747;Desbloqueio de aparelho
44183;5535;Publicidade abusiva.
44209;7229;Defeito/Risco à saúde e segurança
44372;5332;Garantia - Descumprimento, prazo
44375;5849;Consulta Sobre Serviços (Pesquisa, cartilha, endereços, outros)
44379;1248;Calculo de prestação em atraso
44394;5321;Desistência do serviço (artigo 49 - descumprimento)
44403;5501;Venda/Oferta/publicidade enganosa.
44457;1887;Discordância quanto as avarias
44557;5709;Roubo/furto
44655;3858;Consulta Sobre Serviços (Pesquisa, cartilha, endereços, outros)
44822;4842;Cobrança de multa acima do permitido pela legislação
44922;3072;Produto entregue incompleto
45080;5808;Contrato - Clausula abusiva/em desacordo com a Legislação.
45234;3041;Falta de peca de reposição
45298;4446;Preço do produto/serviço
45314;1414;Transferencia de cota
45519;3973;Problemas relativos a emissão/remessa de carnes/orçamentos
45539;5487;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
45665;7148;SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)
45750;1220;Calculo de antecipação de prestação
45804;3836;Contrato - Rescisão/alteração unilateral
45820;2399;Manual de Instrução (em língua estrangeira/falta de informação/informação incorreta)
45860;4587;Erro na elaboração de formula/produto em desacordo com a formula receita
45887;5010;Serviço não concluído /Fornecimento parcial
45890;6746;Portabilidade numérica
45945;7108;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
45994;5762;Contrato - Rescisão/alteração unilateral
46274;1552;Publicidade enganosa
46286;2208;Não entrega do contrato
46450;7271;Defeito/Risco à saúde e segurança
46472;4868;Não cumprimento à oferta
46532;2204;Rescisão do contrato pela venda enganosa
46625;6498;CET – Não fornecimento de planilha de cálculo / Recusa de cálculo.
46667;1763;Cobrança vexatória/difamatória
46699;1495;Não entrega do produto (titulo de capitalização, compra programada)
46712;4266;Suspeita quanto a qualidade/eficácia do produto/serviço
46733;4803;Produto danificado/enferrujado/inadequado/mal armazenado
46742;1727;Consumidor negativado indevidamente nos serviços de proteção ao credito
46770;297;Má prestação de serviço (recusa, mau atendimento, sonegação de mercadoria, venda casada, entrega diferente do pedido)
46784;6081;Lançamento Não Reconhecido na Fatura
46923;6705;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
46931;2821;Publicidade abusiva
46978;1410;Transferencia de cota
46980;6038;Cobiling
47037;4043;Reajuste por alteração de faixa etária (percentual elevado/sem previsão em contrato de percentual ou faixa etária)
47110;2773;Publicidade enganosa
47253;5362;Garantia - Descumprimento, prazo
47254;2657;Não entrega/demora na entrega do produto
47346;339;Alteração de odor, sabor e aspecto.
47527;5147;Recusa injustificada em prestar serviço
47656;4124;Venda enganosa
48177;3109;Produto entregue incompleto
48207;5486;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
48241;5323;Desistência do serviço (artigo 49 - descumprimento)
48252;2795;Publicidade enganosa
48541;6889;Fila em Banco
48590;397;Presença de sujidades, larvas e objetos estranhos.
48789;7240;Defeito/Risco à saúde e segurança
48799;3449;Cobrança de valor quando o produto e devolvido (cobrança indevida)
48946;4303;Danos pessoais ao consumidor
49240;1661;Não entrega de copia do contrato
49292;179;Prazo de validade (falta, ilegível, etc.)
49500;1931;Roubo de cartão
49557;5600;Documentos: não fornecimento (escolares, recibo, nota, fiscal, vaucher , etc.)
49585;5582;Documentos: não fornecimento (escolares, recibo, nota, fiscal, vaucher , etc.)
49621;5823;Consulta Sobre Serviços (Pesquisa, cartilha, endereços, outros)
49629;3147;Desistência de compra (cancelamento de compra)
49686;6166;Não Entrega de Produto
49711;3074;Produto entregue incompleto
49738;5345;Garantia - Descumprimento, prazo
49767;5106;Serviço em desacordo com norma/lei
49808;5437;Cobrança abusiva mediante constrangimento, ameaça.
49930;6118;Transação Eletrônica Não Reconhecida
49948;3502;Procedimento de cobrança violenta/difamatória
49973;3202;Contrato/pedido/orçamento (rescisão, descumprimento, erro, etc.)
50026;5507;Venda/Oferta/publicidade enganosa.
50106;3572;Não pagamento de indenização
50155;4249;Suspeita quanto a qualidade/eficácia do produto/serviço
50201;3931;Outros problemas com contratos de saúde (Não cobertura, abrangência, reembolso)
50206;2797;Publicidade enganosa
50227;6526;Tarifas Bancárias – Divulgação inadequada / não divulgação na agência ou no sítio da Internet.
50306;5780;Contrato - Clausula abusiva/em desacordo com a Legislação.
50390;2180;Saldo devedor
50441;3607;Não pagamento de indenização
50539;7295;Acidente de Consumo (produto/serviço causou danos pessoais ao consumidor)
50573;2140;Localização/alteração do lote adquirido
50595;734;Oferta enganosa
50719;2643;Não entrega/demora na entrega do produto
50722;5392;Cobrança indevida/abusiva
50968;6162;Não Entrega de Produto
51073;2148;Taxa de manutenção/conservação
51125;5120;Serviço em desacordo com norma/lei
51146;4421;Preço do produto/serviço
51155;3157;Desistência de compra (cancelamento de compra)
51185;2119;Loteamento irregular
51197;5100;Serviço em desacordo com norma/lei
55527;258;Acidente de Consumo
67581;226;Clonagem
79195;176;Produto adulterado quanto a cor/odor/sabor/tamanho/aspecto
80628;181;Não pagamento de indenização
90009;175;Irregularidade na rotulagem (falta de dados/dados ilegíveis ou incompletos)
90697;262;Defeito/Risco à saúde e segurança
90846;0; Não se aplica
107915;3727;Garantia - Descumprimento, prazo
107948;4830;Cobrança de multa acima do permitido pela legislação
108206;3094;Produto entregue incompleto
108253;2865;Venda enganosa
108262;13;Cobrança de taxa indevida (couvert, 10%, etc.)
108277;3467;Cobrança de valor quando o produto e devolvido (cobrança indevida)
108278;5228;Reajuste abusivo (preço, taxa, mensalidade, etc.)
108300;7026;SAC - Qualidade do atendimento (atendente despreparado, problemas com a transferência da chamada, veiculação de mensagem publicitária)
108318;4433;Preço do produto/serviço
108322;3029;Falta de peca de reposição
108359;7066;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
108390;6824;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
108398;660;Publicidade abusiva
108497;2049;Não devolução de caução
108519;3412;Compra de veiculo (multa, transferência, alienação, não entrega de documentação)
108529;7275;Defeito/Risco à saúde e segurança
108535;4638;Peso/volume/quantidade/tamanho
108560;5371;Cobrança indevida/abusiva
108593;3606;Não pagamento de indenização
108654;3715;Desistência do serviço (artigo 49 - descumprimento)
108754;6711;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
108757;5606;Documentos: não fornecimento (escolares, recibo, nota, fiscal, vaucher , etc.)
108792;6448;CET – Divulgação inadequada / não divulgação nas peças publicitárias.
108876;2638;Não entrega/demora na entrega do produto
108894;3173;Desistência de compra (cancelamento de compra)
108915;6622;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
108919;3736;Garantia - Descumprimento, prazo
108949;2714;Peso/volume/quantidade/tamanho
108978;6634;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
108999;7274;Defeito/Risco à saúde e segurança
109016;1730;Não comunicação de negativacao
109021;2968;Demora na montagem/montagem incompleta/incorreta
109074;5734;Contrato - Rescisão/alteração unilateral
109081;4915;Não pagamento de indenização
109114;2936;Demora na montagem/montagem incompleta/incorreta
109117;1660;Não entrega de copia do contrato
109130;4127;Venda enganosa
109167;3763;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
109224;823;Irregularidade na rotulagem (falta de dados, dados ilegíveis, outros)
109371;6585;SAC - Qualidade do atendimento (atendente despreparado, problemas com a transferência da chamada, veiculação de mensagem publicitária)
109373;1766;Cobrança vexatória/difamatória
109400;6865;SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)
109420;4816;Produto danificado/enferrujado/inadequado/mal armazenado
109458;1097;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.)
109590;3864;Consulta Sobre Serviços (Pesquisa, cartilha, endereços, outros)
109591;2771;Publicidade enganosa
109726;3960;Problemas relativos a emissão/remessa de carnes/orçamentos
109739;6178;Vício do Produto/Serviço
109823;3925;Outros problemas com contratos de saúde (Não cobertura, abrangência, reembolso)
109826;7091;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
109900;5167;Orçamento - Não cumprido/não fornecido/impreciso/incompleto/serviço não solicitado
109962;3479;Cobrança de valor quando o produto e devolvido (cobrança indevida)
109967;1124;Cobrança indevida.
109993;3526;Procedimento de cobrança violenta/difamatória
110094;6951;SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)
110099;5452;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
110104;2690;Peso/volume/quantidade/tamanho
110110;22;Cobrança de taxa indevida (couvert, 10%, etc.)
110192;3343;Produto causou danos materiais
110195;2677;Peso/volume/quantidade/tamanho
110223;2663;Não entrega/demora na entrega do produto
110224;2708;Peso/volume/quantidade/tamanho
110228;4702;Irregularidade na rotulagem (falta de dados/dados ilegíveis ou incompletos)
110231;7208;Acidente de Consumo
110304;2888;Venda enganosa
110323;2146;Taxa de manutenção/conservação
110409;2572;Produto entregue diferente do pedido
110476;7174;Defeito/Risco à saúde e segurança
110533;2579;Produto entregue diferente do pedido
110534;4705;Irregularidade na rotulagem (falta de dados/dados ilegíveis ou incompletos)
110569;266;Má prestação de serviço (recusa, mau atendimento, sonegação de mercadoria, venda casada, entrega diferente do pedido)
110681;3106;Produto entregue incompleto
110778;1835;Discordância na indenização (seguros em geral)
110821;4221;Recusa/mau atendimento
110836;1006;Não pagamento de indenização
110859;7171;Defeito/Risco à saúde e segurança
110912;2229;Cobrança de honorários advocaticios extrajudicial
110943;7141;SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)
110979;4453;Não utilização/reutilização de material descartável
111028;7106;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
111045;651;Publicidade enganosa
111076;3626;Vicio de qualidade (mal executado, inadequado, impróprio)
111091;2791;Publicidade enganosa
111106;2331;Garantia (Abrangência, cobertura, etc.)
111118;5002;Serviço não concluído /Fornecimento parcial
111164;6396;Clonagem
111186;5506;Venda/Oferta/publicidade enganosa.
111199;1044;Limitação de horário de pagamento
111242;740;Oferta enganosa
111253;6629;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
111254;1807;Calculo do prêmio (seguros)
111391;4690;Prazo de validade (ilegível/vencido/ausência)
111481;1625;Venda enganosa
111488;4836;Cobrança de multa acima do permitido pela legislação
111495;4094;Procedimento de cobrança violenta/difamatória
111552;1502;Não entrega do produto (titulo de capitalização, compra programada)
111557;5109;Serviço em desacordo com norma/lei
111597;3236;Contrato/pedido/orçamento (rescisão, descumprimento, erro, etc.)
111662;7124;SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)
111852;3416;Compra de veiculo (multa, transferência, alienação, não entrega de documentação)
111887;1561;Publicidade enganosa
111979;1709;Consumidor negativado indevidamente nos serviços de proteção ao credito
112102;2537;Produto com vício
112204;5904;Cobrança de embalagem (sacolas)
112220;736;Oferta enganosa
112290;6189;Vício do Produto/Serviço
112344;2700;Peso/volume/quantidade/tamanho
112357;5312;Desistência do serviço (artigo 49 - descumprimento)
112359;4324;Danos materiais ao consumidor
112409;7277;Defeito/Risco à saúde e segurança
112412;4715;Irregularidade na rotulagem (falta de dados/dados ilegíveis ou incompletos)
112421;7149;SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)
112472;5032;Serviço não concluído /Fornecimento parcial
112483;4339;Danos materiais ao consumidor
112501;4582;Erro na elaboração de formula/produto em desacordo com a formula receita
112617;4882;Não cumprimento à oferta
112618;2366;Manual de Instrução (em língua estrangeira/falta de informação/informação incorreta)
112626;6284;TOI - Termo de Ocorrência de Irregularidade
112821;1675;Documentos assinados com espaços em branco
112842;3954;Outros problemas com contratos de saúde (Não cobertura, abrangência, reembolso)
112879;3677;Recusa injustificada em prestar serviço
112907;4907;Não pagamento de indenização
112914;6661;SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)
112923;3622;Vicio de qualidade (mal executado, inadequado, impróprio)
112933;7269;Defeito/Risco à saúde e segurança
112973;2841;Publicidade abusiva
113025;1656;Não entrega de copia do contrato
113051;1591;Publicidade abusiva
113163;5627;Meia entrada para estudantes - recusa/falta de informação
113177;3172;Desistência de compra (cancelamento de compra)
113205;5234;Reajuste abusivo (preço, taxa, mensalidade, etc.)
113217;7183;Defeito/Risco à saúde e segurança
113256;1684;Documentos assinados com espaços em branco
113284;5969;Reajuste sem previsão contratual
113297;3638;Serviço não concluído /Fornecimento parcial
113346;970;Não pagamento de indenização
113353;7046;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
113490;6813;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
113637;3718;Desistência do serviço (artigo 49 - descumprimento)
113747;2275;Procedimentos de cobrança violenta/difamatória
113780;4434;Preço do produto/serviço
113804;39;Cobrança de taxa indevida (couvert, 10%, etc.)
113806;6994;SAC - Qualidade do atendimento (atendente despreparado, problemas com a transferência da chamada, veiculação de mensagem publicitária)
113815;6140;Não Entrega de Produto
113826;3870;Não pagamento de indenização
113841;3976;Problemas relativos a emissão/remessa de carnes/orçamentos
113936;822;Irregularidade na rotulagem (falta de dados, dados ilegíveis, outros)
113971;271;Má prestação de serviço (recusa, mau atendimento, sonegação de mercadoria, venda casada, entrega diferente do pedido)
114004;2766;Publicidade enganosa
114090;5423;Cobrança abusiva mediante constrangimento, ameaça.
114115;5249;Venda casada
114176;7172;Defeito/Risco à saúde e segurança
114220;3149;Desistência de compra (cancelamento de compra)
114381;4897;Não pagamento de indenização
114723;5246;Venda casada
114842;5818;Consulta Sobre Serviços (Pesquisa, cartilha, endereços, outros)
114889;7041;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
114891;6625;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
114960;6999;SAC - Qualidade do atendimento (atendente despreparado, problemas com a transferência da chamada, veiculação de mensagem publicitária)
115001;2198;Rescisão do contrato pela não entrega do imóvel
115006;7103;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
115070;4730;Irregularidade na rotulagem (falta de dados/dados ilegíveis ou incompletos)
115210;6709;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
115275;2746;Publicidade enganosa
115288;6207;Negativa de Cobertura
115325;4589;Erro na elaboração de formula/produto em desacordo com a formula receita
115385;6559;SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)
115417;7217;Defeito/Risco à saúde e segurança
115424;4799;Produto danificado/enferrujado/inadequado/mal armazenado
115530;1361;Reajuste de saldo de caixa/diferença de prestação
115606;1296;Autorização de faturamento/entrega do bem/carta de credito (não entrega, atualização, valor menor)
115618;2174;Aplicação da tabela price
