;strRazaoSocial;strNomeFantasia;NumeroCNPJ;RadicalCNPJ;CNAEPrincipal;DescCNAEPrincipal;RazaoSocialRFB;NomeFantasiaRFB;CodigoFornecedor
189;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA.;EMBRACON CONSÓRCIO NACIONAL;58113812000123;58113812;6493000;ADMINISTRAÇÃO DE CONSÓRCIOS PARA AQUISIÇÃO DE BENS E DIREITOS;EMBRACON ADMINISTRADORA DE CONSORCIO LTDA;CONSORCIO NACIONAL EMBRACON;120
190;BANCO MERCANTIL DO BRASIL SA;MERCANTIL DO BRASIL FINANCEIRA S/A;17184037000110;17184037;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;BANCO MERCANTIL DO BRASIL SA;;121
191;NOVA CASA BAHIA S/A;CASAS BAHIA;10757237000175;10757237;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;NOVA CASA BAHIA S/A;;122
193;CAPSUL BRASILINDÚSTRIA E COMÉRCIO EIRELI;CAPSUL BRASILINDÚSTRIA E COMÉRCIO EIRELI;29822523000103;29822523;;;;;123
196;MEU MEI ASSESSORIA LTDA;MEU MEI;32276822000196;32276822;;;;;124
198;SHPS TECNOLOGIA E SERVICOS LTDA.;SHOPEE;35635824000112;35635824;;;;;125
205;MAP COMERCIO DE VEICULOS ELETRICOS LTDA;MAP COMERCIO DE VEICULOS ELETRICOS LTDA;34565219000150;34565219;;;;;126
210;BANCO CBSS S.A.;IBICARD / BANCO DIGIO;27098060000145;27098060;6440900;ARRENDAMENTO MERCANTIL;BANKPAR ARRENDAMENTO MERCANTIL S.A.;;127
211;COSTA e TEIXEIRA MÓVEIS E DECORAÇÕES LTDA - ME;SÃO JORGE MÓVEIS E DECORAÇÕES;04561694000197;04561694;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;COSTA & TEIXEIRA MOVEIS E DECORACOES LTDA - ME  - ME;STYLUS MOVEIS E DECORACOES;128
212;ZURICH MINAS BRASIL SEGUROS S/A;ZURICH SEGUROS;17197385000121;17197385;6511101;SEGUROS DE VIDA;ZURICH MINAS BRASIL SEGUROS S.A.;ZURICH SEGUROS;129
213;ICATU SEGUROS S/A;ICATU SEGUROS;42283770000139;42283770;6511101;SEGUROS DE VIDA;ICATU SEGUROS S/A;ICATU SEGUROS;130
214;INOVAR MAGAZINE EIRELI;INOVAR MOVEIS E COLCHOES;17292698000169;17292698;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;INOVAR MAGAZINE LTDA - EPP;INOVAR MOVEIS E COLCHOES;131
215;KELLY COMERCIO OPTICO LTDA (OTICA DINIZ);KELLY COMERCIO OPTICO LTDA (OTICA DINIZ);10719240000102;10719240;4774100;COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA;KELLY COMERCIO OPTICO LTDA - EPP;;132
216;SULATO E SULATO COMERCIO DE METAIS LTDA;MALU JOIAS;07956490000143;07956490;8291100;ATIVIDADES DE COBRANÇA E INFORMAÇÕES CADASTRAIS;CARLOS APARECIDO PORTO - COBRANCA - ME;;133
217;BRADESCO SEGUROS;BRADESCO SEGUROS;33055146000193;33055146;6512000;SEGUROS NÃO-VIDA;BRADESCO SEGUROS S/A;;134
219;J.J EMPREENDIMENTOS IMOBILIARIOS S/S LTDA;J.J EMPREENDIMENTOS IMOBILIARIOS S/S LTDA;53211504000117;53211504;6822600;GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA;J. J. EMPREENDIMENTOS IMOBILIARIOS S/S LTDA;JJ IMOVEIS;135
220;POLO WEAR SHOP. IGUATEMI SAO JOSE COME. CONF;POLO WEAR;20711273000151;20711273;;;;;136
223;UNIESP S.A;UNIESP;19347410000131;19347410;;;;;137
225;DANIEL ROSA PRADO;A&D PRADO MÓVEIS INTEGRADOS E INTELIGENTES;20808404000113;20808404;;;;;138
226;VRG LINHAS AÉREAS S/A;GOL TRANSPORTES AÉREOS S/A;07575651000159;07575651;5111100;TRANSPORTE AÉREO DE PASSAGEIROS REGULAR;VRG LINHAS AEREAS S.A.;;139
227;KABUM COMERCIO ELETRONICO S/A;WWW.KABUM.COM.BR;05570714000159;05570714;4713002;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;KABUM COMERCIO ELETRONICO S.A.;;140
228;EBANX S.A.;EBANX;13236697000146;13236697;6209100;SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO;ALPAY TECNOLOGIA DA INFORMACAO LTDA;ALPAY;141
230;VH SERVICOS ADMINISTRATIVOS LTDA;POUPECERTO;41512423000178;41512423;;;;;142
232;PXP SUPLEMENTOS ALIMENTARES EIRELI;PXP SUPLEMENTOS ALIMENTARES EIRELI;24572550000143;24572550;;;;;143
233;NOTRE DAME INTERMEDICA SAUDE S.A.;INTERMEDICA SAUDE;44649812000138;44649812;6550200;PLANOS DE SAÚDE;INTERMEDICA SISTEMA DE SAUDE S A;;144
234;TODOS EMPREENDIMENTOS LTDA;CARTÃO DE TODOS;04644515000185;04644515;7740300;GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;TODOS EMPRENDIMENTOS LTDA - EPP;CARTAO DE TODOS;145
236;GRUPO WISER EDUCAÇÃO;WISER;01959772000118;01959772;8211300;SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO;CENTRAL DE PRODUCOES GWUP S/A;SKOPOS EDITORA;146
237;CONRADO RAMALHO DA SILVA 72378069987;SOS PROLAR;31139068000180;31139068;;;;;147
238;ESFERA FIDELIDADE S.A.;ESFERA FIDELIDADE S.A.;31595265000103;31595265;;;;;148
240;BLACK & DECKER DO BRASIL LTDA;BLACK & DECKER;53296273000191;53296273;2759799;FABRICAÇÃO DE OUTROS APARELHOS ELETRODOMÉSTICOS NÃO ESPECIFICADOS ANTERIORMENTE, PEÇAS E ACESSÓRIOS;BLACK & DECKER DO BRASIL LTDA;;149
241;LOJAS COLOMBO SA COMERCIO DE UTILIDADES DOMESTICAS;LOJAS COLOMBO;89848543000177;89848543;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;LOJAS COLOMBO SA COMERCIO DE UTILIDADES DOMESTICAS;LOJAS COLOMBO;150
242;FARROUPILHA ADMINISTRADORA DE CONSORCIOS LTDA;CONSORCIO COLOMBO;91107581000110;91107581;6493000;ADMINISTRAÇÃO DE CONSÓRCIOS PARA AQUISIÇÃO DE BENS E DIREITOS;FARROUPILHA ADMINISTRADORA DE CONSORCIOS LTDA;CONSORCIO COLOMBO;151
244;OBRAMIXX CASAS PRE-FABRICADAS E SERVICOS LTDA;OBRAMIXX CASAS PRE-FABRICADAS E SERVICOS LTDA;28683310000177;28683310;;;;;152
246;123 VIAGENS E TURISMO LTDA;123 MILHAS;26669170000157;26669170;;;;;153
247;BOOKING.COM BRASIL SERV. DE RESERVA DE HOTÉIS LTDA;BOOKING.COM;10625931000139;10625931;6311900;TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇOS DE APLICAÇÃO E SERVIÇOS DE HOSPEDAGEM NA INTERNET;BOOKING.COM BRASIL SERVICOS DE RESERVA DE HOTEIS LTDA.;;154
249;CONCESSIONÁRIA DO SISTEMA ANHANGUERA BANDEIRANTES S/A;CCR AUTOBAN;02451848000162;02451848;5221400;CONCESSIONÁRIAS DE RODOVIAS, PONTES, TÚNEIS E SERVIÇOS RELACIONADOS;CONCESSIONARIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A;;155
255;ALFA EVENTOS LTDA;ALFA FORMATURAS;03459287000100;03459287;4789008;COMÉRCIO VAREJISTA DE ARTIGOS FOTOGRÁFICOS E PARA FILMAGEM;ALFA EVENTOS LTDA - ME;ALFA EVENTOS;156
258;COMPLEXO DE ENSINO RENATO SARAIVA;CERS - CURSOS ONLINE;08403264000106;08403264;8599605;CURSOS PREPARATÓRIOS PARA CONCURSOS;COMPLEXO DE ENSINO RENATO SARAIVA - EPP;CERS - CURSOS ONLINE;157
259;ECO SERVIÇOS ESPECIALIZADOS LTDA;ECO SERVIÇOS ESPECIALIZADOS LTDA;14177484000153;14177484;8219999;PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE;ECO SERVICOS ESPECIALIZADOS LTDA ME;ECO ISENCOES TRIBUTRIAS;158
260;CARLOS RENATO LENZI EIRELI;CARLOS RENATO LENZI EIRELI;37756615000152;37756615;;;;;159
261;OI S/A;OI S/A;76535764000143;76535764;6110801;SERVIÇOS DE TELEFONIA FIXA COMUTADA - STFC;OI S.A.;OI;160
264;SOCIEDADE EDUCACIONAL LEONARDO DA VINCI S/S LTDA;UNIASSELVI;01894432000407;01894432;8532500;EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS-GRADUAÇÃO;SOCIEDADE EDUCACIONAL LEONARDO DA VINCI S/S LTDA;UNIASSELVI;161
271;LIFE THERAPY COMERCIO DE ORTOPEDICOS EIRELI;LIFE THERAPY;34357689000128;34357689;;;;;162
272;ENERGISA MATO GROSSO DO SUL - DIST. DE ENERGIA S.A;ENERGISA;15413826000150;15413826;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;EMPRESA ENERGETICA DE MATO GROSSO DO SUL SA ENERSUL;ENERSUL;163
275;JASS - SERVIÇOS LTDA;GAJA MANUTENÇÃO ME;10594419000172;10594419;3313999;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS NÃO ESPECIFICADOS ANTERIORMENTE;JASS -SERVICOS LTDA-ME;GAJA MANUTENCAO;164
278;NOTA DEZ EUCACIONAL PONTAPORANENSE LTDA;ELITE PONTA PORÃ;17304688000104;17304688;8513900;ENSINO FUNDAMENTAL;MACE MODERNA ASSOCIACAO PONTAPORANENSE EDUCACIONAL - EIRELI - EPP;MACE - UNIDADE PONTA PORA;165
282;BANCO LOSANGO S.A.;BANCO LOSANGO S.A.;33254319000100;33254319;6431000;BANCOS MÚLTIPLOS, SEM CARTEIRA COMERCIAL;HSBC FINANCE (BRASIL) S.A. - BANCO MULTIPLO;;166
283;WHIRLPOOL S/A;CONSUL;59105999000186;59105999;2751100;FABRICAÇÃO DE FOGÕES, REFRIGERADORES E MÁQUINAS DE LAVAR E SECAR PARA USO DOMÉSTICO, PEÇAS E ACESSÓRIOS;WHIRLPOOL S.A;UNIDADE DE ELETRODOMESTICOS;167
284;EMPRESA DE SANEAMENTO DE MATO GROSSO DO SUL;SANESUL;03982931000120;03982931;3600601;CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA;EMPRESA DE SANEAMENTO DE MATO GROSSO DO SUL S.A.SANESUL;SANESUL;168
286;LARA ROSSANA SILVEIRA LOUZA 03916267108;STUDIO B21 FORMATURAS;25682781000172;25682781;;;;;169
291;RCI BRASIL - PRESTAÇÃO DE SERVIÇOS DE INTERCÂMBIO;RCI BRASIL - PRESTAÇÃO DE SERVIÇOS DE INTERCÂMBIO;67369769000152;67369769;7911200;AGÊNCIAS DE VIAGENS;RCI BRASIL - PRESTACAO DE SERVICOS DE INTERCAMBIO LTDA.;EVR AGENCIA DE VIAGEM;170
292;GJP ADMINISTRADORA DE HOTÉIS LTDA;GJP ADMINISTRADORA DE HOTÉIS LTDA;07687928002774;07687928;;;;;171
304;GIL COMÉRCIO DE VEÍCULOS RIO PRETO LTDA;GIL VEÍCULOS;07602276000199;07602276;4511102;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS USADOS;GIL COMERCIO DE VEICULOS RIO PRETO LTDA;GIL VEICULOS;172
305;ENERGISA MATO GROSSO - DISTRIBUIDORA S.A;ENERGISA;03467321000199;03467321;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;CENTRAIS ELETRICAS MATOGROSSENSES S.A. - CEMAT;;173
319;URSO BRANCO AR CONDICIONADO LTDA ME;URSO BRANCO REFRIGERÇÃO;03147899000168;03147899;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;URSO BRANCO AR CONDICIONADO LTDA ME;URSO BRANCO AR CONDICIONADO;174
320;MOVEIS ROMERA LTDA;ROMERA;75587915027182;75587915;;;;;175
321;GLOBAL EXPRESS ASSISTENCIA TECNICA;GLOBAL EXPRESS;07656745000152;07656745;9511800;REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS;GLOBAL EXPRESS ASSISTENCIA TECNICA LTDA - EPP;GLOBAL EXPRESS;176
322;LINCE COMERCIO DE INFORMATICA LTDA;SHOP LINCE;09298436000264;09298436;;;;;177
323;OCEANAIR LINHAS AÉREAS LTDA;AVIANCA;02575829000148;02575829;5111100;TRANSPORTE AÉREO DE PASSAGEIROS REGULAR;OCEANAIR LINHAS AEREAS S/A;AVIANCA;178
324;KADRI COMERCIO DE ELETRONICOS LTDA;KADRI INFORMATICA;01030685000181;01030685;4751201;;KADRI COMERCIO DE ELETRONICOS LTDA;KADRI INFORMATICA;179
325;EMPREENDIMENTOS ECONOMIZE LTDA ME;FARMÁCIA ECONOMIZE;17523941000293;17523941;4771701;COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS;EMPREENDIMENTOS ECONOMIZE LTDA - ME;FARMACIA ECONOMIZE;180
326;MARILEIDE GONÇALVES DOS SANTOS;MARILEIDE GONÇALVES DOS SANTOS;00001156095123;;;;;;181
327;BANCO DO BRASIL SA;AGENCIA 6993;00000000621978;00000000;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;BANCO DO BRASIL SA;JARDIM TIJUCA - CAMPO GRANDE (MS);182
328;MARONESI & MARONESI LTDA - EPP;CASA DAS BATERIAS;05103655000109;05103655;4530701;COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES;MARONESI & MARONESI LTDA - EPP;CASA DAS BATERIAS;183
329;KAPPA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;KAPPA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;97522734000172;97522734;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;KAPPA EMPREENDIMENTOS IMOBILIARIOS LTDA;KAPPA EMPREENDIMENTOS IMOBILIARIOS;184
333;LOJAS AMERICANAS S.A;LOJAS AMERICANAS;33014556117387;33014556;;;;;185
335;UNIC EDUCACIONAL LTDA;UNIC PRIMAVERA DO LESTE;14793478000120;14793478;8532500;EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS-GRADUAÇÃO;UNIC EDUCACIONAL LTDA;;186
336;BANCO BRADESCO S.A;BRADESCO AG SINOP - CENTRO MT;60746948084979;60746948;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;BANCO BRADESCO SA;BRADESCO AG. SINOP - CENTRO, MT;187
339;ELETROMAR MOVEIS E ELETRODOMESTICOS LTDA;ELETROMOVEIS MARTINELLO;32951535005799;32951535;;;;;188
340;PAETTO VEICULOS LTDA;PAETTO VEÍCULOS;01639744000113;01639744;4511101;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS;PAETTO VEICULOS LTDA;;189
341;MARCELO MENDES DA CUNHA;MARCELO MENDES DA CUNHA;00057349835191;;;;;;190
342;CAIXA ECONOMICA FEDERAL;AGENCIA 0614;00360305061405;00360305;6423900;CAIXAS ECONÔMICAS;CAIXA ECONOMICA FEDERAL;AGENCIA RONDONOPOLIS EST UNIF MT;191
344;OTICAS VIDA;OTICA VIDA E RIVAS EIRELI;26193406000121;26193406;;;;;192
345;CAIXA SEGURADORA S/A;CAIXA SEGURADORA;34020354000110;34020354;6512000;SEGUROS NÃO-VIDA;CAIXA SEGURADORA S/A;CAIXA SEGURADORA;193
347;LIBERTY SEGUROS S/A;LIBERTY SEGUROS S.A;61550141013908;61550141;6511101;SEGUROS DE VIDA;LIBERTY SEGUROS S/A;LIBERTY SEGUROS S.A;194
348;CAIXA ECONOMICA FEDERAL;AGENCIA PRACA DO AVIAO GO;00360305155140;00360305;6423900;CAIXAS ECONÔMICAS;CAIXA ECONOMICA FEDERAL;AGENCIA PRACA DO AVIAO GO;195
350;BANCO DO BRASIL SA;AGÊNCIA 0324-7;00000000032476;00000000;6421200;BANCOS COMERCIAIS;BANCO DO BRASIL SA;ANAPOLIS-EST.UNIF.;196
351;CAIXA ECONOMICA FEDERAL;AGÊNCIA 4658 - SOUZA RAMOS;00360305465840;00360305;6423900;CAIXAS ECONÔMICAS;CAIXA ECONOMICA FEDERAL;AGENCIA SOUZA RAMOS GO;197
353;COMPANHIA DE SANEAMENTO DO PARANÁ - SANEPAR - AOP;COMPANHIA DE SANEAMENTO DO PARANÁ - SANEPAR - AOP;76484013000145;76484013;3600601;CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA;COMPANHIA DE SANEAMENTO DO PARANA SANEPAR;SANEPAR;198
354;B2W COMPANHIA GLOBAL DO VAREJO S/A - AOP;AMERICANAS.COM, SHOPTIME E SUBMARINO (CIP ELETR.);00776574000156;00776574;4789099;COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE;B2W - COMPANHIA GLOBAL DO VAREJO;;199
356;MOTTANET SVA;MOTTANET SVA;35729149000190;35729149;;;;;200
359;CORREIOS - ECT EMP.BRAS.CORREIOS E TELEG.- AOP;CORREIOS - REGIONAL PR;34028316000103;34028316;5310501;ATIVIDADES DO CORREIO NACIONAL;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;ADMINISTRACAO CENTRAL;201
362;F. A. R. ADMINISTRADORA DE CARTAO LTDA;CARTAO DE TODOS;28037053000104;28037053;;;;;202
363;RN COMERCIO VAREJISTA S.A;CITY LAR;13481309019535;13481309;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;RN COMERCIO VAREJISTA S.A;;203
365;KAMILA WENSE GOMES OLIVEIRA 34670497880;EMBRA GUIAS OFICIAIS DO BRASIL;27384314000191;27384314;;;;;204
367;ADRYELLY L DA SILVA EIRELI;ARMEDICLIFE;28345976000115;28345976;;;;;205
368;CAIXA ECONOMICA FEDERAL;AGENCIA CANARANA MT;00360305432756;00360305;6423900;CAIXAS ECONÔMICAS;CAIXA ECONOMICA FEDERAL;AGENCIA CANARANA MT;206
369;SUZUKI MOTOS ADMINISTRADORA DE CONSORCIO LTDA;SUZUKI MOTOS ADMINISTRADORA DE CONSORCIO LTDA;57723801000100;57723801;6493000;ADMINISTRAÇÃO DE CONSÓRCIOS PARA AQUISIÇÃO DE BENS E DIREITOS;SUZUKI MOTOS ADMINISTRADORA DE CONSORCIO LTDA;;207
370;BANCO BRADESCO SA;BRADESCO AG ALTA FLORESTA;60746948104678;60746948;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;BANCO BRADESCO SA;BRADESCO AG ALTA FLORESTA;208
371;ZURICH SANTANDER BRASIL SEGUROS E PREVIDENCIA S.A.;ZURICH SANTANDER;87376109000106;87376109;6511101;SEGUROS DE VIDA;ZURICH SANTANDER BRASIL SEGUROS E PREVIDENCIA S.A.;;209
373;SOLPAC COMPANY LTDA;GRUPO SOLPAC;03874095000160;03874095;4930202;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;TRANS LIQUI LTDA - ME;TRANS LIQUI;210
375;DECOLAR. COM LTDA.;DECOLAR. COM;03563689000150;03563689;7911200;AGÊNCIAS DE VIAGENS;DECOLAR. COM LTDA.;;211
376;CAIXA ECONOMICA FEDERAL;AGENCIA FAMA;00360305297018;00360305;6423900;CAIXAS ECONÔMICAS;CAIXA ECONOMICA FEDERAL;AGENCIA FAMA;212
377;FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.;INSTAGRAM, FACEBOOK;13347016000117;13347016;7319004;CONSULTORIA EM PUBLICIDADE;FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.;;213
379;LIBERTY SEGUROS S/A;LIBERTY SEGUROS S/A;61550141000172;61550141;6512000;SEGUROS NÃO-VIDA;;;214
380;TRANSPORTADORA RISSO LTDA;TRANSPORTADORA RISSO LTDA;52661634000199;52661634;4930201;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL;TRANSPORTADORA RISSO LTDA;;215
382;OI S.A.;OI MÓVEL E TV;05423963000383;05423963;6120501;TELEFONIA MÓVEL CELULAR;14 BRASIL TELECOM CELULAR S/A;OI;216
384;LOJAS AVENIDA S.A;GIOVANNA;00819201007632;00819201;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;LOJAS AVENIDA LTDA;GIOVANNA;217
388;COMPANHIA THERMAS DO RIO QUENTE;MATRIZ (RIO QUENTE VACATION CLUB);01540533000129;01540533;5510801;HOTÉIS;COMPANHIA THERMAS DO RIO QUENTE;;218
391;NVCOMP TECNOLOGIC LTDA;NEW PARCE;07829408000110;07829408;4751201;;NV COMP TECNOLOGIC LTDA - ME;NV COMP TECNOLOGIC;219
392;POSITIVO INFORMÁTICA S/A - AOP;POSITIVO INFORMATICA S/A - AOP (CIP ELETR.);81243735000148;81243735;2621300;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA;POSITIVO INFORMATICA S/A;;220
395;RONDONAVES TRANSPORTES E ENCOMENDAS LTDA;RONDONAVES TRANSPORTES E ENCOMENDAS LTDA;44914992003820;44914992;4930202;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;RODONAVES-TRANSPORTES E ENCOMENDAS LTDA;;221
398;OI MOVEL S.A. - EM RECUPERACAO JUDICIAL;OI;05423963000464;05423963;6120501;TELEFONIA MÓVEL CELULAR;14 BRASIL TELECOM CELULAR S/A;OI;222
399;CELG DISTRIBUIÇÃO S.A. - CELG D;CELG;01543032000104;01543032;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;CELG DISTRIBUICAO S.A. - CELG D;CELG D;223
402;DB DE SOUZA;INOVA ODONTO;21896692000178;21896692;;;;;224
405;MARCHIO MATERIAIS DE CONSTRUCAO E TRANSPORTE LTDA;HOME CENTER MARCHIO;21438421000179;21438421;;;;;225
406;MARIA DE FATIMA GOMES COSTA EIRELI;X 1 AUTO MAIS;39329031000126;39329031;;;;;226
408;MERCADOLIVRE.COM ATIVIDADES DE INTERNET LTDA;MERCADO LIVRE;03361252000134;03361252;7490104;ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERVIÇOS E NEGÓCIOS EM GERAL, EXCETO IMOBILIÁRIOS;MERCADOLIVRE.COM ATIVIDADES DE INTERNET LTDA;;227
409;SHP BRASIL EIRELI;SHOPINFO;03482370000109;03482370;2621300;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA;CLAUDIO OLIVEIRA DE SANTANA - EPP;SHOPINFO;228
411;MAGAZINE LUIZA S.A;MAGAZINE LUIZA;47960950000121;47960950;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;MAGAZINE LUIZA S/A;MAGAZINE LUIZA;229
412;A MICHELSON E FILHOS LTDA;A MICHELSON E FILHOS LTDA;01773039000104;01773039;4744005;COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE;A. MICHELSON E FILHOS LTDA - EPP;;230
413;REGATA COMERCIO DE MOTOS LTDA;REGATA COMERCIO DE MOTOS LTDA;95807442000908;95807442;4541203;COMÉRCIO A VAREJO DE MOTOCICLETAS E MOTONETAS NOVAS;REGATA COMERCIO DE MOTOS LTDA;;231
414;ADVOCACIA THIAGO FARIAS SOLUÇÕES;ADVOCACIA THIAGO FARIAS SOLUÇÕES;24546713000113;24546713;;;;;232
415;FILIPE ADRIANO VARGAS;FILMECOR PRODUCOES;21218212000110;21218212;;;;;233
416;INDUSTRIA DE ESTOFADOS LIBERATTI LTDA;ESTOFADOS LIBERATTI;03018806000103;03018806;3101200;FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA;INDUSTRIA DE ESTOFADOS LIBERATTI LTDA - ME;ESTOFADOS LIBERATTI;234
417;TRIP - LINHAS AEREAS S/A;TRIP LINHAS AEREAS;02428624000130;02428624;5111100;TRANSPORTE AÉREO DE PASSAGEIROS REGULAR;TRIP - LINHAS AEREAS S/A;;235
418;JUMPER PROFISSOES E IDIOMAS;JUMPER;30277122000190;30277122;;;;;236
421;SUNNA EMPREENDIMENTOS IMOBILIARIOS LTDA;GRUPO SUNNA;38263964000103;38263964;;;;;237
422;KIT POSTE VARGAS;KIT POSTE VARGAS ARTEFATOS DE CIMENTO LTDA;23461191000194;23461191;;;;;238
423;LUIZACRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO;LUIZACRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO;02206577000180;02206577;6436100;SOCIEDADES DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS;LUIZACRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO;;239
424;SENDAS DISTRIBUIDORA S/A;ASSAÍ ATACADISTA;06057223037253;06057223;;;;;240
425;MAGAZINE LUIZA S/A;MAGAZINE LUIZA;47960950022443;47960950;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;MAGAZINE LUIZA S/A;MAGAZINE LUIZA;241
426;VIA VAREJO S/A;CASAS BAHIA / PONTO FRIO;33041260108445;33041260;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;VIA VAREJO S/A;;242
429;HUGHES TELECOMUNICACOES DO BRASIL LTDA.;HUGHES;05206385000161;05206385;6190699;OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE;HUGHES TELECOMUNICACOES DO BRASIL LTDA.;HUGHES;243
430;GENERALI BRASIL SEGUROS S A;GENERALI BRASIL SEGUROS S A;33072307000157;33072307;6511101;SEGUROS DE VIDA;GENERALI BRASIL SEGUROS S A;;244
433;POLOZI COACHING TREINAMENTOS LTDA;POLOZI COACHING;20329336000100;20329336;;;;;245
435;SOCIEDADE MAGNA DE BENEFÍCIOS MUTUOS E DEFESA DOS;MAGNA PROTEÇÃO AUTOMOTIVA;15760710000197;15760710;9430800;ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS;SOCIEDADE MAGNA DE BENEFICIOS MUTUOS E DEFESA DOS DIREITOS COLETIVOS E DIFUSOS;MAGNA;246
436;SKY SERVIÇOS DE BANDA LARGA LTDA.;SKY;00497373000110;00497373;6143400;OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE;GALAXY BRASIL LTDA.;DIRECTV;247
437;MS FRANCHISING DO BRASIL LTDA;ACQUALIVEGROUP;21560903000105;21560903;;;;;248
